Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU44,2610.2315718821646,OUT046
DRG39,898.7627906089195,OUT035
FDU32,2087.430448766447,OUT049
FDY27,2985.978560809306,OUT049
NCP54,2140.70253361639,OUT013
NCZ41,2078.508101817964,OUT049
DRL49,2269.841037700256,OUT013
FDI05,1152.72723320303,OUT018
FDY56,3865.575332249622,OUT045
DRC13,2074.9146340581715,OUT013
NCV29,3044.06931233429,OUT017
FDR24,1386.2628051708728,OUT049
FDZ34,2744.355685337304,OUT018
FDP37,2097.38146322376,OUT035
FDX08,4951.952515951146,OUT027
FDS57,2177.768856754333,OUT045
NCG18,1706.391088565802,OUT049
FDK25,2340.9507289239505,OUT018
FDH53,1258.3547562303463,OUT049
DRI59,3264.8985383890454,OUT018
FDA52,2798.5874552008127,OUT046
FDT20,-8.882148433775754,OUT010
FDE36,425.6338037621612,OUT019
FDI24,2855.3430908353325,OUT017
FDB28,2864.8196667173816,OUT018
FDV11,2908.9619158533364,OUT017
FDP01,2425.5652885393965,OUT046
FDD34,4179.0598746812975,OUT027
FDJ50,1471.1958000244267,OUT027
FDZ44,1897.4121838571327,OUT013
DRO59,1187.0585053571936,OUT035
DRB48,668.4867135722136,OUT045
FDR21,2467.0491677951936,OUT018
NCE42,282.7954424890347,OUT010
FDO23,1496.7316051189484,OUT046
NCE30,3133.1098111970887,OUT018
FDQ22,707.6258037453247,OUT035
FDY01,1822.5927222341902,OUT045
FDS08,2865.151393695868,OUT017
FDG28,3314.325083525196,OUT018
FDQ51,625.2427374329432,OUT018
FDB05,4158.686134749733,OUT017
FDO56,1927.0507799702482,OUT049
FDE02,1315.4887521916423,OUT018
FDN45,3740.971619816754,OUT017
FDS09,793.452364603739,OUT013
NCA54,2621.823818464632,OUT018
FDP09,459.77061304104905,OUT010
FDC53,1551.2339990403696,OUT045
NCM55,3300.760260114863,OUT017
FDL09,2333.525672329812,OUT018
FDA11,226.0571741698918,OUT019
FDA50,1473.8935632080072,OUT045
FDC23,3119.0015289747607,OUT017
FDE22,2654.126746995456,OUT049
FDD23,3082.6085995784015,OUT046
NCA29,2925.9940819648987,OUT049
FDK38,2416.0183567845897,OUT046
DRC13,2059.35917066351,OUT046
NCP43,3037.6961364074523,OUT049
FDX28,1626.3614199209858,OUT049
FDF08,1382.0458603341845,OUT049
FDZ33,2431.674252639028,OUT046
FDD10,2829.241897445259,OUT049
FDO58,2677.418483937523,OUT017
FDI50,4149.028839895969,OUT017
FDO58,2512.9181282707173,OUT045
FDX08,3082.800498994599,OUT013
NCK17,-19.389089404287226,OUT010
FDF39,4217.76401938656,OUT035
FDU45,349.7618465297689,OUT010
NCJ18,1756.1430422026783,OUT018
DRC27,597.4312872258731,OUT019
DRC25,1421.497478222725,OUT035
FDU59,2600.6336174042262,OUT035
FDU28,3231.4438672929696,OUT035
NCP30,633.8882269766162,OUT046
FDB39,719.7191575221652,OUT018
FDE41,1365.7091895589897,OUT013
DRH11,86.87646080647964,OUT010
FDA58,3823.1157146736005,OUT045
FDU50,1816.6843673835685,OUT046
FDM34,2032.6453086106335,OUT013
FDM44,2689.882233262486,OUT027
FDR39,2925.725494770283,OUT045
FDM25,2744.4865109489633,OUT045
FDQ49,2452.978066780741,OUT049
DRH25,670.4206999171623,OUT018
FDM09,4542.313899370792,OUT027
FDL44,441.4266569946434,OUT019
NCR42,461.0903353266202,OUT018
DRL59,865.719639957002,OUT046
FDX43,2655.822618096193,OUT013
DRK47,636.4847427151487,OUT010
FDU48,1808.2935656141049,OUT018
FDY12,756.4146599075282,OUT045
NCN43,1801.2133620001557,OUT018
NCM55,2838.8357948830176,OUT018
FDQ21,3287.439354350143,OUT027
FDX13,4172.860900696497,OUT035
NCK30,5931.640782568113,OUT027
FDG20,2955.1200564526703,OUT049
DRG27,660.1361029589474,OUT017
FDY14,3933.5895748864605,OUT018
FDP59,1575.0721334433463,OUT035
FDU60,2850.2377424086876,OUT017
NCC18,602.9298568875838,OUT019
DRJ39,3699.2476257339963,OUT017
FDS07,1929.8705139533067,OUT049
FDM08,5708.690950364852,OUT027
FDP51,1948.352652951293,OUT045
FDU16,1424.2028305545844,OUT035
FDH12,1697.3251307169178,OUT013
DRE48,565.7347385844762,OUT010
NCL42,5959.137628148351,OUT027
FDR21,2613.1563683212516,OUT045
NCW29,2172.0248200005726,OUT035
FDO11,4179.153480081715,OUT013
NCM31,2222.976875443732,OUT049
FDV35,313.9579364387217,OUT019
FDF58,1006.1461469521906,OUT017
NCE43,2751.367228103395,OUT049
FDA02,2552.5467127776756,OUT035
DRL37,-0.6330414275149359,OUT010
FDR24,1310.2125750986932,OUT018
FDW59,1375.953191020208,OUT049
FDS22,718.1048555289708,OUT049
FDW24,844.9090108109905,OUT017
FDU24,1600.6153365415273,OUT035
FDA21,5118.80376485761,OUT027
FDH58,3002.5643613054635,OUT027
FDW36,1450.0978993589372,OUT018
FDI45,4788.841331339686,OUT027
FDU01,2837.8755601634757,OUT018
FDF35,2647.714611539187,OUT027
FDU43,610.2775907330051,OUT019
FDE24,405.0899345086369,OUT019
FDK50,2644.801562436138,OUT049
FDG31,1020.3759962346431,OUT045
FDC60,1390.5086706928796,OUT045
FDL36,1362.2471571763945,OUT013
FDP21,3211.259797948109,OUT013
FDW16,1393.5550361901373,OUT045
FDX02,3922.4883662751413,OUT017
FDQ58,3848.805750747097,OUT027
FDT51,1788.3767165985805,OUT046
FDD59,1324.98844035739,OUT049
NCM42,1435.243052038955,OUT018
FDA57,488.6222818637844,OUT018
FDZ48,1902.9436423346592,OUT035
FDE46,2383.2205381250274,OUT045
NCZ30,378.11364743089996,OUT019
FDB56,3244.2975451159623,OUT017
FDA25,2674.95325817674,OUT027
FDD20,2032.624558048473,OUT013
FDL25,1501.7387733293615,OUT013
NCO18,2976.8933819061813,OUT049
FDJ45,640.9070560967583,OUT017
FDR12,2807.4646464481684,OUT035
NCF19,28.38351191450174,OUT010
FDK25,2664.871520513571,OUT046
NCR17,1884.708223066349,OUT046
FDC52,2448.1832989796335,OUT046
NCA54,3094.674111491301,OUT017
FDR45,665.4533986416943,OUT010
NCM19,1896.307388186162,OUT049
FDF39,6008.146572893985,OUT027
FDX23,1558.242026654939,OUT049
FDD58,2610.7983427206614,OUT027
FDX28,1675.5788529499696,OUT013
NCD31,2668.8507102802873,OUT013
FDU57,2081.3596191615866,OUT018
FDI27,739.7097904257996,OUT046
NCM42,1679.0094412049248,OUT046
FDD32,2295.2096161690592,OUT027
FDI34,3901.244767854209,OUT013
NCM29,2116.5116624856823,OUT049
FDG46,1667.225641378168,OUT018
DRC01,23.731860462793975,OUT010
FDB15,6091.543289922206,OUT027
NCA17,3819.2859267123663,OUT027
FDF10,2465.732666302357,OUT046
FDR26,4713.9862873960565,OUT027
FDI02,1823.7713778968434,OUT049
NCM54,321.73681212299323,OUT010
FDF14,2463.1959180935273,OUT013
FDJ33,307.51318166761723,OUT010
FDM20,4018.0290745115967,OUT035
FDC03,5364.2970314739,OUT027
NCX05,1891.5905583708798,OUT046
NCM41,2565.566125023359,OUT027
NCU29,333.0769932162368,OUT010
FDQ59,1394.9702815394448,OUT017
FDH46,168.41137424732662,OUT010
FDH09,628.5305943517176,OUT013
NCD06,746.6702427125356,OUT045
FDC15,2405.091040001118,OUT035
DRD37,1278.036910991163,OUT027
FDT28,3775.5528995602153,OUT027
FDR28,4173.269056141108,OUT027
FDT38,1331.5985199799932,OUT017
FDV34,2045.6630711671583,OUT027
FDY52,1049.2261634133074,OUT035
FDB34,1361.1189210350442,OUT013
DRL23,1437.971008776583,OUT018
DRB24,2454.152114316557,OUT046
FDJ50,911.8005368184914,OUT046
FDQ49,2496.7370136258633,OUT035
FDP20,2111.5724742079906,OUT035
FDV19,4390.649143092804,OUT027
NCR54,3015.365157269307,OUT045
FDO09,846.4367139809243,OUT010
FDS57,2052.3857944795604,OUT018
FDN10,1914.2044764631162,OUT049
FDV23,2087.346242276479,OUT049
FDY28,3504.272832242299,OUT049
DRG51,2651.28070757764,OUT013
FDD45,227.07108720202288,OUT019
NCL18,5281.620293737802,OUT027
NCM29,2093.7871702979182,OUT013
FDF17,5277.920903456319,OUT027
FDE22,2673.3423416060305,OUT017
FDQ22,622.6778953510351,OUT017
FDS01,3007.368509466759,OUT013
FDW35,1083.5347309009037,OUT027
FDJ33,2055.3684934032926,OUT046
NCF54,2863.353728749306,OUT035
FDE09,1693.5384538651806,OUT013
NCE06,2492.5436266772676,OUT045
DRH49,1252.7579334116938,OUT049
FDY43,2637.4342879848086,OUT045
NCT05,4281.677878276653,OUT017
FDZ34,3026.839295614797,OUT045
FDL38,1433.8444054665647,OUT017
FDZ31,3299.1321283533694,OUT017
FDR14,908.4831294098631,OUT035
NCN54,1250.6719476572362,OUT049
NCC42,3306.7203490371085,OUT027
FDK08,1679.5243770359634,OUT017
FDP59,1479.4767694148054,OUT013
FDV22,2743.3161189671087,OUT035
FDD33,3922.074746689514,OUT035
DRE60,5925.805808491096,OUT027
FDK52,3693.542662694208,OUT046
FDA02,2541.379771135862,OUT017
FDM56,1684.6575409434565,OUT049
FDE57,2295.9642631726915,OUT035
FDM32,1275.0440064089903,OUT045
NCQ30,3314.235206480162,OUT027
FDQ27,2687.9089411545006,OUT027
FDT60,3300.919344660627,OUT027
FDU43,3886.5267992734234,OUT049
NCO55,1750.788550572133,OUT035
FDG02,3048.0750989330863,OUT045
FDJ28,3247.824760500534,OUT013
FDP40,1634.822034052735,OUT045
FDJ38,3074.0913515063367,OUT045
NCC54,4016.1905942096773,OUT017
NCZ41,2016.186865771776,OUT046
FDK38,429.64917470803283,OUT019
FDU52,2440.1039963112335,OUT013
FDC40,1264.9931749392972,OUT046
NCR30,1150.2352974126309,OUT017
NCN18,1824.880684717536,OUT017
FDB50,1395.7848389431942,OUT035
FDG04,3311.6547884292736,OUT013
FDR26,2718.636964624535,OUT035
NCT17,2903.6552624238457,OUT018
FDX35,5624.0137759395675,OUT027
FDS12,2061.731587428185,OUT046
NCZ29,3304.825815430876,OUT027
FDB38,407.73661720454623,OUT010
FDP12,656.0689745319632,OUT013
FDP22,831.5719645489468,OUT046
FDS26,3743.0691699624726,OUT018
FDR52,3100.9122630962343,OUT046
DRJ13,2603.754585319302,OUT046
FDU48,3298.4564984866065,OUT027
FDE29,993.7865395704484,OUT035
NCT29,2134.3390714475127,OUT049
DRK37,3007.2397226870326,OUT018
FDK55,1344.8348232670667,OUT046
FDR07,1801.9666970666028,OUT046
FDO21,5622.148674083264,OUT027
FDK46,4126.846900153962,OUT049
FDB12,1650.1226966416116,OUT045
FDT31,5347.371617371752,OUT027
FDJ33,2014.3400265530531,OUT045
FDC26,2837.8287638579786,OUT027
NCQ02,3062.6194168694483,OUT045
FDP08,463.57607814031377,OUT010
FDB11,5517.2203379311995,OUT027
FDV55,2481.662243690183,OUT013
FDW20,2082.1775617323974,OUT049
NCJ18,235.68734945082383,OUT019
FDC41,1020.8257270442866,OUT018
FDE14,2688.269119996275,OUT027
FDG35,2650.3470078901623,OUT013
FDF45,992.8545803367042,OUT035
FDS19,2272.7824463664415,OUT027
FDS58,454.19529395496374,OUT019
FDA26,3662.095939369915,OUT017
FDM32,1329.514755057556,OUT049
FDL45,2101.029552392714,OUT046
FDZ55,2635.514983525969,OUT049
FDY37,2325.51738925816,OUT049
FDO46,3111.2750538497767,OUT046
FDQ60,1966.932103760266,OUT046
FDA19,1762.7860599188737,OUT018
FDL15,2425.259809464056,OUT046
FDM10,2940.401642830036,OUT018
NCL05,642.9725901696223,OUT017
DRK49,56.31703248631104,OUT010
NCE18,6127.0737868527,OUT027
FDG40,626.5099356980191,OUT049
DRI59,3774.050582257672,OUT045
FDK28,4264.457591395318,OUT035
NCD06,57.97889120031492,OUT019
FDO11,656.1520830013845,OUT019
FDK27,1880.6495819833137,OUT046
FDT43,1676.5269433599378,OUT027
FDD38,1456.1244563382697,OUT018
FDA16,3550.402107975802,OUT049
FDL14,3850.140651929364,OUT027
NCM17,680.0559588535874,OUT049
FDD20,2054.8956663656954,OUT045
FDA40,1391.0935735699948,OUT045
FDL43,1265.879393205306,OUT045
FDV15,1633.9902970944688,OUT045
FDE52,1380.888155601017,OUT046
NCL17,397.2508259225902,OUT010
NCJ31,3658.8353733867093,OUT045
FDR60,1276.6627190953363,OUT045
NCA18,1937.876366156811,OUT035
FDS21,1859.4584444141635,OUT027
FDW09,1409.9983854587283,OUT035
FDL26,2567.371476007788,OUT035
FDS47,1250.508259286909,OUT018
FDC39,3386.5827613873557,OUT046
FDT51,1861.2300384528476,OUT035
FDK40,4184.24172960109,OUT035
NCG19,3711.8139394360264,OUT045
FDZ07,965.517322519504,OUT046
FDF08,2631.6391527678284,OUT027
FDO04,900.6008917667001,OUT013
FDK41,1199.6654443097318,OUT018
FDP15,4441.906412016134,OUT049
NCD43,1435.243052038955,OUT018
NCP18,2499.9725535135867,OUT013
FDZ51,1559.7752000537264,OUT046
DRH13,1751.8627630591918,OUT035
FDF38,643.4332524960942,OUT045
NCI43,725.783960333995,OUT045
FDM38,1787.465840873093,OUT027
FDS03,1049.595850173513,OUT013
DRJ47,2920.6859065824838,OUT017
FDT50,170.25273940046893,OUT010
FDV02,2792.045725147789,OUT046
NCG18,1740.2628532056067,OUT017
FDW52,2643.877863706217,OUT046
FDS40,735.3346895268947,OUT035
FDN31,3267.544248691166,OUT017
FDA37,2007.9707096087832,OUT045
FDA15,4039.643716673508,OUT046
FDL39,2876.4604312423603,OUT046
FDJ53,1994.368003323465,OUT045
FDX22,3544.3979528852174,OUT013
NCZ42,3838.027817750609,OUT045
FDD56,4752.568266600032,OUT027
FDD40,3297.8188576435914,OUT017
FDS50,3566.902191757521,OUT013
NCN14,3209.349392557991,OUT013
FDT15,3183.566686811173,OUT013
NCS18,2760.6881025973516,OUT027
NCO26,291.40559527297734,OUT010
FDF58,778.994554243252,OUT018
NCB19,1369.1583930359056,OUT013
FDH26,2316.777335174312,OUT017
DRB24,3823.2227135477538,OUT027
FDA49,1165.9008471538914,OUT018
FDB32,1417.8491461511023,OUT045
FDI36,3341.57379866783,OUT017
NCA17,376.44681219071015,OUT010
FDH22,2048.7910743806533,OUT013
NCM26,2118.614163171496,OUT018
FDT15,5076.260479130844,OUT027
FDB16,1166.1422846941346,OUT018
NCP54,3314.235206480162,OUT027
FDJ36,1686.3344999632423,OUT013
FDO28,1973.6945311551358,OUT045
FDU09,922.4391939687707,OUT013
FDF29,2171.272537414642,OUT017
FDY08,2220.7615526777563,OUT013
DRJ59,439.23093361023786,OUT018
FDT23,2132.983322972538,OUT027
FDU15,456.2946487274434,OUT018
FDT47,1660.5923907921745,OUT013
FDI53,466.6517803622177,OUT019
FDR59,3670.5677467468586,OUT018
FDD53,737.6510495847087,OUT035
FDY51,3628.545516615588,OUT017
FDT04,658.3593321335003,OUT049
FDU51,2876.7213932987693,OUT049
FDG14,2519.687198347235,OUT035
NCU06,3789.104356725214,OUT045
DRG25,3108.999051043371,OUT046
DRH49,1440.0223910703608,OUT035
FDN15,2198.770681046727,OUT035
FDL43,1109.7168026371858,OUT018
NCT18,3337.4136648451263,OUT049
NCB31,3922.695248499871,OUT013
FDK57,1929.7712478324545,OUT035
FDY04,418.5080840397054,OUT019
NCP54,2076.0362488397614,OUT046
FDF41,3911.404765896969,OUT013
FDM01,1602.333869491452,OUT045
FDW03,1713.8304685045323,OUT045
FDF28,2057.0929274939563,OUT045
FDY37,2354.4600651424057,OUT017
FDQ03,4051.1680593058263,OUT017
FDP51,3119.9053332372423,OUT027
FDJ40,1806.697623925186,OUT017
FDC32,1473.0855926703218,OUT049
DRI49,2048.063199094839,OUT027
NCW54,935.8314957672648,OUT017
FDF09,650.9362506743398,OUT017
FDP45,3656.7113666609926,OUT018
DRJ23,2917.724209267127,OUT018
FDS59,1822.0871941981443,OUT017
FDY08,2060.2888772056735,OUT046
FDX16,2548.1203388953363,OUT049
FDY16,2812.1400281846195,OUT018
FDK32,2614.0045265018853,OUT035
FDQ22,658.7587026969861,OUT013
NCC31,2048.6778166360373,OUT018
FDG58,2485.4381377562295,OUT049
DRF48,3116.765438427653,OUT013
DRH36,1165.9838780171294,OUT049
NCR30,1193.6398611675759,OUT035
FDB03,659.5161735476794,OUT019
FDZ28,3298.788650968225,OUT027
FDR35,3306.1569520697126,OUT017
DRD15,5921.016994049158,OUT027
FDJ33,316.69365973285284,OUT019
FDA56,283.75164154938363,OUT010
FDP56,765.4940554594413,OUT046
NCT30,770.3078095209897,OUT046
FDK15,1650.9888343284763,OUT017
FDH44,2126.033881122485,OUT018
FDV01,2469.6475976470565,OUT013
DRG03,2543.546444663057,OUT017
FDG50,2501.673688623112,OUT027
FDR16,609.749903395531,OUT010
FDZ60,1622.3469026954258,OUT046
DRG03,2400.527233946882,OUT045
FDS56,3481.4173956984837,OUT018
FDU33,721.0650803397568,OUT045
DRD27,1669.751965578587,OUT035
FDW22,3746.1540477053763,OUT046
DRA24,2564.674825334523,OUT045
FDF38,698.6672816297291,OUT049
FDX48,2535.2805587438233,OUT013
FDS58,2219.226774269278,OUT018
FDC32,1477.1498878637829,OUT046
NCQ29,4011.5615031853145,OUT045
DRK39,1150.488047810997,OUT018
NCS38,1908.3684649077536,OUT017
DRO47,1803.460044451258,OUT013
DRG27,1051.5446776202841,OUT027
FDC57,5458.663084586114,OUT027
FDS55,2431.674252639028,OUT046
NCJ06,1844.8785288634676,OUT018
FDO01,306.7452676541692,OUT019
NCM55,3054.290746475538,OUT045
FDC52,2489.1008805897027,OUT049
FDQ15,1175.799930190757,OUT045
NCT30,1350.6993270248006,OUT027
NCR42,1103.4360900492563,OUT027
FDD28,956.5682563969159,OUT035
FDQ34,1709.4121482348112,OUT049
FDZ12,3304.825815430876,OUT027
DRE13,212.61162346022118,OUT019
NCN07,358.84647480042,OUT019
FDM28,2985.6223556693244,OUT035
FDI10,2908.9619158533364,OUT017
FDQ25,2782.495712379541,OUT013
FDA38,467.867706513521,OUT010
DRI13,3623.261223115901,OUT049
FDY20,2631.6391527678284,OUT027
NCZ53,3197.7778293142205,OUT035
NCM31,2437.9431371235205,OUT013
DRB01,3216.9768063402043,OUT017
DRF37,4033.381456056819,OUT046
NCF42,2947.504610814358,OUT049
FDF16,2053.251040642839,OUT018
FDB41,760.0356227012933,OUT013
FDR34,4051.2609763255327,OUT013
FDR15,2062.9832481420754,OUT018
NCV42,285.4392266574807,OUT019
FDW51,3595.278108181224,OUT035
FDU36,1566.678840320451,OUT017
FDX60,1327.5818055866434,OUT049
FDY03,1986.8178586346287,OUT035
FDW55,3936.6180996412054,OUT045
FDT01,727.5820585378884,OUT010
FDG58,2460.0760195408216,OUT013
FDK21,4261.782393016608,OUT017
NCS41,501.1425930739577,OUT019
FDS10,3002.0165783159196,OUT045
NCT53,2581.312352744613,OUT046
FDJ28,2826.7949994253527,OUT018
FDX44,1283.076460205564,OUT045
FDT20,492.65726954838766,OUT018
FDO44,1731.0018438047255,OUT017
NCX17,3146.4432292403008,OUT049
FDY01,1900.597292745369,OUT017
FDJ12,5475.0740474840595,OUT027
DRK35,497.4969540039765,OUT018
FDD47,486.93107567621826,OUT019
NCM53,1728.0957477453444,OUT035
FDO45,1385.7141585529018,OUT013
NCM42,163.70453042229775,OUT010
FDE04,2904.727376507237,OUT046
NCI30,5832.862923386172,OUT027
FDZ19,2856.7257558786787,OUT013
FDW57,2889.7735959890165,OUT013
FDA25,1754.5703019252394,OUT013
FDT22,885.6540951687432,OUT046
FDP51,1900.306758436403,OUT013
FDD48,2993.453053322381,OUT027
FDY39,3319.877971873053,OUT035
FDO48,661.2743737913717,OUT010
FDD23,4759.917993213347,OUT027
DRN35,1073.683857198856,OUT027
FDT01,3623.2755206454035,OUT035
FDC20,111.15741582985837,OUT010
DRJ35,1046.6659475823192,OUT035
FDB32,1497.3604491879642,OUT046
FDL24,2834.423620489492,OUT046
NCV42,1910.556951923579,OUT035
FDZ46,1675.0187639447074,OUT046
FDC15,2389.4232791175787,OUT013
FDD08,12.985639101598643,OUT019
FDY50,1341.7966165601856,OUT049
FDD36,1913.4109473883047,OUT013
FDG57,1496.1326706795605,OUT027
FDL21,485.10125900267036,OUT018
FDN16,2648.1127720423056,OUT027
FDJ09,1243.0990245814312,OUT027
FDS01,631.5129902754467,OUT010
FDV33,4288.012522166095,OUT017
DRE12,1726.1559082633926,OUT017
FDR07,1784.3807923893055,OUT013
FDP48,568.0006350636999,OUT010
NCB55,965.0754208559431,OUT035
FDQ08,973.8047390706355,OUT013
FDR34,4047.079736339024,OUT035
FDO33,1808.1027781806622,OUT046
FDP13,658.4570670459877,OUT045
FDX12,4002.011376161389,OUT049
NCT06,2830.0162127010267,OUT049
FDR16,596.7578344384431,OUT019
FDE36,2689.1177299331957,OUT046
FDZ36,3216.329906581668,OUT049
FDV13,1399.4777424082456,OUT045
NCZ17,708.7437691894726,OUT035
FDU56,3122.002274733225,OUT045
FDM09,2852.576501675922,OUT035
FDV02,2966.546008254904,OUT017
FDS34,1597.644219322359,OUT018
FDA11,1556.5893948164476,OUT049
FDP09,3622.428475293841,OUT017
FDB29,2974.1000270401946,OUT027
FDT19,2967.242697531237,OUT017
DRH15,669.612760472199,OUT017
FDY38,3774.497511589341,OUT046
FDF14,3842.68277972529,OUT027
FDN48,201.8204747271797,OUT010
FDQ12,4021.563097342214,OUT013
NCJ43,2747.6480729329874,OUT045
FDE17,406.7306017530948,OUT019
FDB05,4062.821047594491,OUT035
FDH10,2370.415335714432,OUT045
NCR06,720.7179259085908,OUT017
FDU32,1758.313755558288,OUT018
FDD56,2955.1200564526703,OUT049
FDO36,2510.469925018107,OUT018
FDH16,151.43779334348204,OUT010
FDX10,465.80397236065323,OUT018
FDZ37,1438.947088106236,OUT017
FDU31,611.7839344871597,OUT010
DRC49,2229.625828326257,OUT049
FDL15,2399.0515808836053,OUT045
FDN32,470.76448081632253,OUT019
DRH59,2012.3970491774717,OUT027
NCU29,2488.5580363089352,OUT049
FDR37,474.05355192515543,OUT019
FDS14,2063.8389365295166,OUT018
FDU02,5962.0990848168885,OUT027
FDJ08,3148.6837650849516,OUT035
NCZ06,3834.965745976189,OUT045
FDO31,1366.7422051890483,OUT049
FDH31,1473.062354608585,OUT018
FDS58,2692.7003047308535,OUT017
NCA53,1364.503939605287,OUT027
FDF50,3157.9010902532864,OUT046
NCW42,3674.2404329563483,OUT049
NCQ17,2390.645785788788,OUT045
FDK51,3959.1303022388893,OUT018
NCW41,427.33900739099494,OUT010
NCR29,929.1326065691729,OUT017
FDB08,409.48418681884687,OUT019
FDA40,2314.5359029747992,OUT027
FDL14,2195.9708007639247,OUT018
FDB47,3453.411616869121,OUT046
FDO03,4003.801255698416,OUT035
DRK13,490.16330445898495,OUT019
FDX13,776.6220081029688,OUT010
FDF52,3116.935900682191,OUT046
FDT11,3201.97321903794,OUT013
FDB08,2606.0942242275255,OUT013
FDQ28,2153.8600610384447,OUT018
FDD29,4087.4164278244625,OUT045
NCQ29,6183.660226064682,OUT027
NCO02,1049.595850173513,OUT013
FDR56,606.84895065361,OUT010
NCM54,2011.4740931325166,OUT049
FDP51,1970.0690022003287,OUT035
FDT38,1278.4124744357996,OUT013
FDZ20,3776.315356517817,OUT018
FDJ53,1957.5131091058638,OUT013
FDX13,4148.5461683759995,OUT049
FDP58,3605.2007915892236,OUT035
NCK31,93.28083949052615,OUT019
FDA35,1833.1688546013781,OUT018
FDV37,2834.9567505070195,OUT018
NCO07,5431.709015166884,OUT027
FDA20,3026.839295614797,OUT045
FDZ59,2735.9215661776348,OUT035
NCY17,659.1961060155402,OUT017
FDQ28,2546.38224642979,OUT035
FDV35,2504.1955417065706,OUT017
FDQ36,661.1090665119619,OUT013
FDD34,2204.9213427632394,OUT018
FDK51,4418.619044952678,OUT045
FDV31,2837.092572141146,OUT035
FDR04,1591.3310717288282,OUT035
FDR14,901.5854953442299,OUT049
DRC36,643.8681884606453,OUT010
FDE39,358.64911112201963,OUT019
FDP57,1678.288223999187,OUT049
FDE57,2225.74856734607,OUT046
NCN18,1787.9045810565958,OUT046
NCQ05,2068.8460648592672,OUT018
FDW47,2048.6450457272567,OUT035
FDV46,2167.480061068999,OUT035
NCP29,987.2662140580206,OUT045
FDE09,1569.160478932185,OUT018
NCU06,5915.406691204623,OUT027
FDT19,535.7836959198763,OUT010
DRF15,2535.3720461508083,OUT017
DRI51,2770.983189942559,OUT013
NCX54,1684.9306505935053,OUT013
DRE01,3941.2422251096013,OUT013
NCB07,2954.8235964144196,OUT045
FDU50,1889.5376892378356,OUT035
FDG40,722.9280719021316,OUT035
FDW10,2361.0944492197345,OUT018
FDX51,3227.096642125118,OUT013
NCP17,983.7708317212648,OUT045
FDP21,3137.3285927471757,OUT035
FDL04,1610.8592905089313,OUT045
FDV23,2058.077653290822,OUT013
FDF24,1373.289117700083,OUT046
FDH56,3149.2562549008835,OUT027
FDB51,974.742600245475,OUT049
FDI58,2559.7081354078978,OUT027
FDR20,767.5281622574836,OUT013
FDC51,1744.4788836609525,OUT018
FDB16,2289.358494135174,OUT027
FDE40,961.3332869358436,OUT049
NCM17,732.1996233269282,OUT035
FDU56,3254.61276724876,OUT035
FDS32,303.94223600638173,OUT019
FDX02,3779.9366754220855,OUT049
FDT39,3523.6912120704455,OUT027
FDE35,950.2427606268072,OUT017
NCI42,522.4153986340948,OUT019
DRL23,1671.9986968075184,OUT046
FDA10,1958.6493850508978,OUT046
FDA11,1492.504637191363,OUT013
NCM06,2484.810631249254,OUT046
NCT05,4207.288436812767,OUT035
NCQ02,560.2237124623556,OUT010
NCY06,2138.245542217762,OUT049
FDY56,3883.673538425931,OUT035
FDL02,1752.5516993400981,OUT035
NCI06,2866.2233503743987,OUT035
FDQ14,2373.0757830861407,OUT045
FDQ12,4121.096954867273,OUT017
FDP36,797.4431267577671,OUT046
FDK21,6179.946821082708,OUT027
FDO40,2453.01175998053,OUT045
NCK54,359.7869232757661,OUT019
FDY09,2555.422880798033,OUT018
NCW30,3922.6582301201784,OUT049
NCC55,1032.816156112692,OUT027
FDE58,1643.0603727265707,OUT018
FDR39,3138.3938313047906,OUT013
FDU28,3172.9131508565365,OUT049
FDH08,4053.4195607304623,OUT017
FDG35,2435.0780939272413,OUT045
FDG22,614.3876984931105,OUT049
FDC34,2584.1882577211622,OUT035
FDP15,3921.7716237610825,OUT018
FDK34,650.0060009072841,OUT010
FDU45,1997.8592992884903,OUT035
FDQ04,1049.645115289323,OUT027
FDX22,3036.698114631921,OUT018
FDB45,1530.4938595159315,OUT017
NCH43,5384.959649130026,OUT027
DRE60,3672.2647168325525,OUT046
FDD17,5996.718713777534,OUT027
NCM54,2165.0358459944264,OUT017
NCH55,2156.58452918626,OUT013
NCT06,2755.9796129318343,OUT017
FDA48,5575.3283092746615,OUT027
FDY58,6005.830021760617,OUT027
FDO25,3460.587335203937,OUT045
FDN50,1554.0893540836007,OUT045
FDH35,2689.353206056031,OUT035
FDK09,3819.0478939031796,OUT045
FDO16,1418.9780272398448,OUT013
FDW11,1034.258786466431,OUT045
FDU47,3333.3497652150722,OUT027
NCQ42,256.81625107946945,OUT010
FDK55,2499.4158477985648,OUT027
FDN08,1925.1562463640153,OUT049
FDT57,3899.983288342631,OUT045
FDJ12,3069.423620903967,OUT018
DRL59,887.4206515079563,OUT017
NCN53,740.635930939397,OUT046
FDO51,-10.301547350915774,OUT010
FDK56,3216.9768063402043,OUT017
FDY12,905.1051362487589,OUT035
FDU15,742.6720821169847,OUT035
FDQ19,3840.7355242540375,OUT046
DRF15,2391.9262983395556,OUT045
DRE25,226.0571741698918,OUT019
FDK57,1680.8049076573002,OUT018
FDD33,675.7756393494958,OUT010
FDR34,6010.299557003415,OUT027
FDU04,1994.300039500647,OUT045
